timestamp,open,high,low,close,volume,pct_change
2025-01-01,2.0836,2.3545,2.0811,2.3328,340770274.0,0.0
2025-01-02,2.3329,2.4522,2.3297,2.4024,361196381.0,2.9835390946502005
2025-01-03,2.4024,2.4798,2.3966,2.4547,233672728.0,5.225480109739355
2025-01-04,2.4546,2.509,2.3999,2.4201,179793926.0,3.7422839506172805
2025-01-05,2.4201,2.4285,2.3273,2.3994,155537860.0,2.854938271604928
2025-01-06,2.3993,2.4584,2.3674,2.42,194293277.0,3.7379972565157624
2025-01-07,2.42,2.4683,2.2572,2.2712,342477338.0,-2.640603566529506
2025-01-08,2.2712,2.3986,2.2001,2.3731,401036029.0,1.7275377229080835
2025-01-09,2.373,2.3956,2.2351,2.2722,294585086.0,-2.5977366255144028
2025-01-10,2.2722,2.3699,2.2465,2.3414,248018278.0,0.36865569272976423
2025-01-11,2.3414,2.6036,2.3249,2.5764,349172496.0,10.442386831275712
2025-01-12,2.5764,2.5835,2.47,2.5046,222912333.0,7.364540466392307
2025-01-13,2.5045,2.5634,2.3297,2.5232,515356746.0,8.161865569272972
2025-01-14,2.5232,2.7,2.5126,2.6673,397227342.0,14.338991769547317
2025-01-15,2.6673,3.2,2.6492,3.1429,1062630122.23,34.72650891632372
2025-01-16,3.143,3.4,2.9228,3.2451,1110371222.2,39.107510288065825
2025-01-17,3.245,3.3544,3.1758,3.2922,529933494.0,41.12654320987652
2025-01-18,3.2923,3.2996,3.058,3.2697,458088944.0,40.16203703703702
2025-01-19,3.2697,3.2929,2.8277,2.9587,663328805.0,26.83041838134429
2025-01-20,2.9586,3.3695,2.909,3.1053,838761258.0,33.114711934156375
2025-01-21,3.1053,3.246,3.0124,3.1738,376423502.0,36.05109739368997
2025-01-22,3.1739,3.2854,3.1237,3.1803,291761274.0,36.329732510288046
2025-01-23,3.1802,3.1868,3.0374,3.1194,305314846.0,33.71913580246913
2025-01-24,3.1194,3.2031,3.055,3.1009,232626964.0,32.926097393689986
2025-01-25,3.1008,3.1446,3.0784,3.108,99489857.0,33.23045267489711
2025-01-26,3.1079,3.1443,3.0115,3.0223,128937813.0,29.556755829903963
2025-01-27,3.0222,3.0587,2.6559,3.0552,660056174.0,30.967078189300405
2025-01-28,3.0552,3.214,3.0062,3.0572,369470786.0,31.052812071330578
2025-01-29,3.0572,3.1363,2.9673,3.0683,254756655.0,31.528635116598057
2025-01-30,3.0683,3.1544,3.0466,3.1276,173143314.0,34.07064471879286
2025-01-31,3.1276,3.1333,3.003,3.0361,162235322.0,30.14831961591219
2025-02-01,3.0361,3.0727,2.8281,2.8778,173601404.0,23.36248285322359
2025-02-02,2.8779,2.9559,2.4603,2.58,684089012.0,10.596707818930035
2025-02-03,2.5801,2.7814,1.7711,2.7001,1866758972.0,15.745027434842237
2025-02-04,2.7,2.7874,2.4209,2.5274,621552965.0,8.341906721536345
2025-02-05,2.5275,2.5692,2.3384,2.381,338815093.0,2.0661865569272795
2025-02-06,2.381,2.4699,2.2772,2.325,322896937.0,-0.3343621399176967
2025-02-07,2.3251,2.542,2.2655,2.3968,447487945.0,2.7434842249656897
2025-02-08,2.3969,2.4372,2.3506,2.419,154717204.0,3.6951303155006783
2025-02-09,2.419,2.5079,2.3113,2.3928,204205603.0,2.572016460905333
2025-02-10,2.3928,2.4733,2.3235,2.4237,207257933.0,3.8966049382716035
2025-02-11,2.4238,2.529,2.3708,2.4131,248182176.0,3.442215363511652
2025-02-12,2.413,2.4962,2.3323,2.4734,227957636.0,6.027091906721519
2025-02-13,2.4734,2.6061,2.4154,2.5599,212478703.0,9.735082304526731
2025-02-14,2.56,2.8356,2.53,2.7384,407541122.0,17.38683127572015
2025-02-15,2.7384,2.8335,2.713,2.7619,184181907.0,18.394204389574742
2025-02-16,2.7619,2.8054,2.6879,2.7283,132387997.0,16.953875171467754
2025-02-17,2.7283,2.7648,2.6075,2.6599,212813356.0,14.021776406035652
2025-02-18,2.6599,2.6699,2.4693,2.5628,227170019.0,9.859396433470506
2025-02-19,2.5629,2.747,2.5121,2.7378,208222691.0,17.361111111111104
2025-02-20,2.7378,2.749,2.6671,2.6877,161213675.0,15.213477366255132
2025-02-21,2.6878,2.716,2.5076,2.5721,257754207.0,10.25805898491082
2025-02-22,2.5722,2.6099,2.5505,2.574,92516652.0,10.33950617283949
2025-02-23,2.574,2.6016,2.5201,2.5763,91398009.0,10.438100137174192
2025-02-24,2.5763,2.609,2.2336,2.2783,351034781.0,-2.336248285322359
2025-02-25,2.2784,2.3663,2.0637,2.3222,762421577.0,-0.4543895747599521
2025-02-26,2.3222,2.3314,2.1507,2.1982,364125565.0,-5.769890260631012
2025-02-27,2.1983,2.2577,2.1453,2.1985,229741926.0,-5.7570301783264775
2025-02-28,2.1985,2.2017,1.951,2.1453,463166339.0,-8.037551440329217
2025-03-01,2.1454,2.2199,2.1214,2.1916,145588191.0,-6.052812071330589
2025-03-02,2.1917,2.999,2.1735,2.9396,806955619.0,26.011659807956093
2025-03-03,2.9395,2.9676,2.2976,2.3873,770790136.0,2.336248285322359
2025-03-04,2.3873,2.5388,2.2123,2.4543,569915093.0,5.2083333333333215
2025-03-05,2.4542,2.5409,2.408,2.4998,254905967.0,7.158779149519881
2025-03-06,2.4998,2.6461,2.4707,2.6001,293494998.0,11.458333333333318
2025-03-07,2.6,2.6217,2.3435,2.3855,454234094.0,2.2590877914951877
2025-03-08,2.3855,2.4106,2.3013,2.3261,119040944.0,-0.2872085048011133
2025-03-09,2.3262,2.351,2.083,2.1387,276711052.0,-8.320473251028812
2025-03-10,2.1388,2.2613,1.9925,2.0216,391223631.0,-13.340192043895764
2025-03-11,2.0216,2.2138,1.9,2.1711,382420244.0,-6.931584362139925
2025-03-12,2.171,2.2769,2.1333,2.2396,277560410.0,-3.9951989026063264
2025-03-13,2.2395,2.347,2.2137,2.2527,243896593.0,-3.4336419753086536
2025-03-14,2.2526,2.3893,2.2371,2.3564,197286469.0,1.011659807956088
2025-03-15,2.3564,2.4751,2.3525,2.3911,150056936.0,2.49914266117968
2025-03-16,2.3911,2.4109,2.2677,2.2938,151974757.0,-1.6718106995884836
2025-03-17,2.2938,2.3788,2.2915,2.3382,133923496.0,0.23148148148147502
2025-03-18,2.3381,2.3399,2.2225,2.2851,164719299.0,-2.0447530864197656
2025-03-19,2.2851,2.59,2.2653,2.5469,462181815.0,9.177812071330578
2025-03-20,2.5469,2.5638,2.389,2.4361,225573092.0,4.428155006858708
2025-03-21,2.436,2.4669,2.3564,2.3809,143033066.0,2.06189986282578
2025-03-22,2.3809,2.417,2.3594,2.3711,69083565.0,1.641803840877915
2025-03-23,2.3712,2.4282,2.365,2.4131,55469638.0,3.442215363511652
