,eu,us
2025-04-09 00:01:00+00:00,,
2025-04-09 00:06:00+00:00,,
2025-04-09 00:11:00+00:00,,
2025-04-09 00:16:00+00:00,,
2025-04-09 00:21:00+00:00,,
2025-04-09 00:26:00+00:00,,
2025-04-09 00:31:00+00:00,,
2025-04-09 00:36:00+00:00,,
2025-04-09 00:41:00+00:00,,
2025-04-09 00:46:00+00:00,,
2025-04-09 00:51:00+00:00,,
2025-04-09 00:56:00+00:00,,
2025-04-09 01:01:00+00:00,,
2025-04-09 01:06:00+00:00,,
2025-04-09 01:11:00+00:00,,
2025-04-09 01:16:00+00:00,,
2025-04-09 01:21:00+00:00,,
2025-04-09 01:26:00+00:00,,
2025-04-09 01:31:00+00:00,,
2025-04-09 01:36:00+00:00,,
2025-04-09 01:41:00+00:00,,
2025-04-09 01:46:00+00:00,,
2025-04-09 01:51:00+00:00,,
2025-04-09 01:56:00+00:00,,
2025-04-09 02:01:00+00:00,,
2025-04-09 02:06:00+00:00,,
2025-04-09 02:11:00+00:00,,
2025-04-09 02:16:00+00:00,,
2025-04-09 02:21:00+00:00,,
2025-04-09 02:26:00+00:00,,
2025-04-09 02:31:00+00:00,,
2025-04-09 02:36:00+00:00,,
2025-04-09 02:41:00+00:00,,
2025-04-09 02:46:00+00:00,,
2025-04-09 02:51:00+00:00,,
2025-04-09 02:56:00+00:00,,
2025-04-09 03:01:00+00:00,,
2025-04-09 03:06:00+00:00,,
2025-04-09 03:11:00+00:00,,
2025-04-09 03:16:00+00:00,,
2025-04-09 03:21:00+00:00,,
2025-04-09 03:26:00+00:00,,
2025-04-09 03:31:00+00:00,,
2025-04-09 03:36:00+00:00,,
2025-04-09 03:41:00+00:00,,
2025-04-09 03:46:00+00:00,,
2025-04-09 03:51:00+00:00,,
2025-04-09 03:56:00+00:00,,
2025-04-09 04:01:00+00:00,,
2025-04-09 04:06:00+00:00,,
2025-04-09 04:11:00+00:00,,
2025-04-09 04:16:00+00:00,,
2025-04-09 04:21:00+00:00,,
2025-04-09 04:26:00+00:00,,
2025-04-09 04:31:00+00:00,,
2025-04-09 04:36:00+00:00,,
2025-04-09 04:41:00+00:00,,
2025-04-09 04:46:00+00:00,,
2025-04-09 04:51:00+00:00,,
2025-04-09 04:56:00+00:00,,
2025-04-09 05:01:00+00:00,,
2025-04-09 05:06:00+00:00,,
2025-04-09 05:11:00+00:00,,
2025-04-09 05:16:00+00:00,,
2025-04-09 05:21:00+00:00,,
2025-04-09 05:26:00+00:00,,
2025-04-09 05:31:00+00:00,,
2025-04-09 05:36:00+00:00,,
2025-04-09 05:41:00+00:00,,
2025-04-09 05:46:00+00:00,,
2025-04-09 05:51:00+00:00,,
2025-04-09 05:56:00+00:00,,
2025-04-09 06:01:00+00:00,,
2025-04-09 06:06:00+00:00,,
2025-04-09 06:11:00+00:00,,
2025-04-09 06:16:00+00:00,,
2025-04-09 06:21:00+00:00,,
2025-04-09 06:26:00+00:00,,
2025-04-09 06:31:00+00:00,,
2025-04-09 06:36:00+00:00,,
2025-04-09 06:41:00+00:00,,
2025-04-09 06:46:00+00:00,,
2025-04-09 06:51:00+00:00,,
2025-04-09 06:56:00+00:00,,
2025-04-09 07:01:00+00:00,287.79998779296875,
2025-04-09 07:06:00+00:00,288.6000061035156,
2025-04-09 07:11:00+00:00,290.0,
2025-04-09 07:16:00+00:00,290.0,
2025-04-09 07:21:00+00:00,289.6000061035156,
2025-04-09 07:26:00+00:00,289.0,
2025-04-09 07:31:00+00:00,289.3999938964844,
2025-04-09 07:36:00+00:00,290.3999938964844,
2025-04-09 07:41:00+00:00,290.79998779296875,
2025-04-09 07:46:00+00:00,290.79998779296875,
2025-04-09 07:51:00+00:00,289.79998779296875,
2025-04-09 07:56:00+00:00,289.0,
2025-04-09 08:01:00+00:00,287.6000061035156,
2025-04-09 08:06:00+00:00,286.6000061035156,
2025-04-09 08:11:00+00:00,286.3999938964844,
2025-04-09 08:16:00+00:00,286.0,
2025-04-09 08:21:00+00:00,285.6000061035156,
2025-04-09 08:26:00+00:00,285.0,
2025-04-09 08:31:00+00:00,284.0,
2025-04-09 08:36:00+00:00,285.20001220703125,
2025-04-09 08:41:00+00:00,286.20001220703125,
2025-04-09 08:46:00+00:00,286.20001220703125,
2025-04-09 08:51:00+00:00,287.0,
2025-04-09 08:56:00+00:00,287.79998779296875,
2025-04-09 09:01:00+00:00,288.79998779296875,
2025-04-09 09:06:00+00:00,288.0,
2025-04-09 09:11:00+00:00,288.20001220703125,
2025-04-09 09:16:00+00:00,288.20001220703125,
2025-04-09 09:21:00+00:00,288.0,
2025-04-09 09:26:00+00:00,287.79998779296875,
2025-04-09 09:31:00+00:00,287.79998779296875,
2025-04-09 09:36:00+00:00,287.0,
2025-04-09 09:41:00+00:00,287.0,
2025-04-09 09:46:00+00:00,286.79998779296875,
2025-04-09 09:51:00+00:00,286.79998779296875,
2025-04-09 09:56:00+00:00,286.20001220703125,
2025-04-09 10:01:00+00:00,285.79998779296875,
2025-04-09 10:06:00+00:00,285.6000061035156,
2025-04-09 10:11:00+00:00,285.6000061035156,
2025-04-09 10:16:00+00:00,285.6000061035156,
2025-04-09 10:21:00+00:00,285.3999938964844,
2025-04-09 10:26:00+00:00,285.3999938964844,
2025-04-09 10:31:00+00:00,285.6000061035156,
2025-04-09 10:36:00+00:00,285.6000061035156,
2025-04-09 10:41:00+00:00,285.3999938964844,
2025-04-09 10:46:00+00:00,285.3999938964844,
2025-04-09 10:51:00+00:00,286.20001220703125,
2025-04-09 10:56:00+00:00,285.6000061035156,
2025-04-09 11:01:00+00:00,283.6000061035156,
2025-04-09 11:06:00+00:00,284.0,
2025-04-09 11:11:00+00:00,285.3999938964844,
2025-04-09 11:16:00+00:00,285.3999938964844,
2025-04-09 11:21:00+00:00,285.20001220703125,
2025-04-09 11:26:00+00:00,285.79998779296875,
2025-04-09 11:31:00+00:00,285.6000061035156,
2025-04-09 11:36:00+00:00,285.3999938964844,
2025-04-09 11:41:00+00:00,285.0,
2025-04-09 11:46:00+00:00,286.20001220703125,
2025-04-09 11:51:00+00:00,286.20001220703125,
2025-04-09 11:56:00+00:00,286.0,
2025-04-09 12:01:00+00:00,285.6000061035156,
2025-04-09 12:06:00+00:00,285.6000061035156,
2025-04-09 12:11:00+00:00,285.79998779296875,
2025-04-09 12:16:00+00:00,285.3999938964844,
2025-04-09 12:21:00+00:00,285.0,
2025-04-09 12:26:00+00:00,285.0,
2025-04-09 12:31:00+00:00,284.79998779296875,
2025-04-09 12:36:00+00:00,285.0,
2025-04-09 12:41:00+00:00,285.79998779296875,
2025-04-09 12:46:00+00:00,287.3999938964844,
2025-04-09 12:51:00+00:00,288.6000061035156,
2025-04-09 12:56:00+00:00,289.0,
2025-04-09 13:01:00+00:00,289.0,
2025-04-09 13:06:00+00:00,289.3999938964844,
2025-04-09 13:11:00+00:00,289.3999938964844,
2025-04-09 13:16:00+00:00,289.79998779296875,
2025-04-09 13:21:00+00:00,290.0,
2025-04-09 13:26:00+00:00,289.79998779296875,
2025-04-09 13:31:00+00:00,290.20001220703125,174.80999755859375
2025-04-09 13:36:00+00:00,290.0,178.51499938964844
2025-04-09 13:41:00+00:00,290.3999938964844,176.6103973388672
2025-04-09 13:46:00+00:00,288.3999938964844,177.6300048828125
2025-04-09 13:51:00+00:00,288.0,177.65499877929688
2025-04-09 13:56:00+00:00,287.20001220703125,177.49000549316406
2025-04-09 14:01:00+00:00,287.20001220703125,178.74749755859375
2025-04-09 14:06:00+00:00,286.3999938964844,177.30499267578125
2025-04-09 14:11:00+00:00,285.3999938964844,177.6750030517578
2025-04-09 14:16:00+00:00,285.79998779296875,177.92999267578125
2025-04-09 14:21:00+00:00,285.79998779296875,178.2624053955078
2025-04-09 14:26:00+00:00,285.79998779296875,178.41180419921875
2025-04-09 14:31:00+00:00,285.79998779296875,180.08999633789062
2025-04-09 14:36:00+00:00,285.79998779296875,178.83999633789062
2025-04-09 14:41:00+00:00,285.79998779296875,179.39999389648438
2025-04-09 14:46:00+00:00,285.79998779296875,178.38499450683594
2025-04-09 14:51:00+00:00,285.79998779296875,177.38999938964844
2025-04-09 14:56:00+00:00,285.79998779296875,177.72000122070312
2025-04-09 15:01:00+00:00,285.79998779296875,178.61000061035156
2025-04-09 15:06:00+00:00,285.79998779296875,179.47999572753906
2025-04-09 15:11:00+00:00,285.79998779296875,178.87860107421875
2025-04-09 15:16:00+00:00,285.79998779296875,179.64999389648438
2025-04-09 15:21:00+00:00,285.79998779296875,179.8800048828125
2025-04-09 15:26:00+00:00,285.79998779296875,179.7550048828125
2025-04-09 15:31:00+00:00,285.79998779296875,178.57000732421875
2025-04-09 15:36:00+00:00,285.79998779296875,178.4600067138672
2025-04-09 15:41:00+00:00,285.79998779296875,177.8916015625
2025-04-09 15:46:00+00:00,285.79998779296875,179.33929443359375
2025-04-09 15:51:00+00:00,285.79998779296875,179.07000732421875
2025-04-09 15:56:00+00:00,285.79998779296875,178.72999572753906
2025-04-09 16:01:00+00:00,285.79998779296875,178.0050048828125
2025-04-09 16:06:00+00:00,285.79998779296875,179.3000030517578
2025-04-09 16:11:00+00:00,285.79998779296875,180.30679321289062
2025-04-09 16:16:00+00:00,285.79998779296875,180.3972930908203
2025-04-09 16:21:00+00:00,285.79998779296875,179.17999267578125
2025-04-09 16:26:00+00:00,285.79998779296875,179.58999633789062
2025-04-09 16:31:00+00:00,285.79998779296875,179.81289672851562
2025-04-09 16:36:00+00:00,285.79998779296875,179.9199981689453
2025-04-09 16:41:00+00:00,285.79998779296875,179.9250030517578
2025-04-09 16:46:00+00:00,285.79998779296875,180.13999938964844
2025-04-09 16:51:00+00:00,285.79998779296875,180.72500610351562
2025-04-09 16:56:00+00:00,285.79998779296875,181.07000732421875
2025-04-09 17:01:00+00:00,285.79998779296875,183.0
2025-04-09 17:06:00+00:00,285.79998779296875,180.9499969482422
2025-04-09 17:11:00+00:00,285.79998779296875,181.69500732421875
2025-04-09 17:16:00+00:00,285.79998779296875,186.52999877929688
2025-04-09 17:21:00+00:00,285.79998779296875,189.81500244140625
2025-04-09 17:26:00+00:00,285.79998779296875,188.52499389648438
2025-04-09 17:31:00+00:00,285.79998779296875,192.4398956298828
2025-04-09 17:36:00+00:00,285.79998779296875,190.16000366210938
2025-04-09 17:41:00+00:00,285.79998779296875,189.69119262695312
2025-04-09 17:46:00+00:00,285.79998779296875,191.69000244140625
2025-04-09 17:51:00+00:00,285.79998779296875,192.3074951171875
2025-04-09 17:56:00+00:00,285.79998779296875,193.10499572753906
2025-04-09 18:01:00+00:00,285.79998779296875,192.88890075683594
2025-04-09 18:06:00+00:00,285.79998779296875,192.1999969482422
2025-04-09 18:11:00+00:00,285.79998779296875,190.10000610351562
2025-04-09 18:16:00+00:00,285.79998779296875,188.63999938964844
2025-04-09 18:21:00+00:00,285.79998779296875,190.6800994873047
2025-04-09 18:26:00+00:00,285.79998779296875,190.8000030517578
2025-04-09 18:31:00+00:00,285.79998779296875,189.34120178222656
2025-04-09 18:36:00+00:00,285.79998779296875,189.0301055908203
2025-04-09 18:41:00+00:00,285.79998779296875,186.66000366210938
2025-04-09 18:46:00+00:00,285.79998779296875,187.11000061035156
2025-04-09 18:51:00+00:00,285.79998779296875,186.64999389648438
2025-04-09 18:56:00+00:00,285.79998779296875,184.860107421875
2025-04-09 19:01:00+00:00,285.79998779296875,186.2100067138672
2025-04-09 19:06:00+00:00,285.79998779296875,187.19650268554688
2025-04-09 19:11:00+00:00,285.79998779296875,188.7899932861328
2025-04-09 19:16:00+00:00,285.79998779296875,191.89219665527344
2025-04-09 19:21:00+00:00,285.79998779296875,197.4300994873047
2025-04-09 19:26:00+00:00,285.79998779296875,196.05999755859375
2025-04-09 19:31:00+00:00,285.79998779296875,198.25
2025-04-09 19:36:00+00:00,285.79998779296875,198.36500549316406
2025-04-09 19:41:00+00:00,285.79998779296875,196.76019287109375
2025-04-09 19:46:00+00:00,285.79998779296875,198.7100067138672
2025-04-09 19:51:00+00:00,285.79998779296875,199.39999389648438
2025-04-09 19:56:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:01:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:06:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:11:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:16:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:21:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:26:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:31:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:36:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:41:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:46:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:51:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 20:56:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:01:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:06:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:11:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:16:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:21:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:26:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:31:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:36:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:41:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:46:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:51:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 21:56:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:01:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:06:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:11:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:16:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:21:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:26:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:31:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:36:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:41:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:46:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:51:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 22:56:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:01:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:06:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:11:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:16:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:21:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:26:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:31:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:36:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:41:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:46:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:51:00+00:00,285.79998779296875,198.85000610351562
2025-04-09 23:56:00+00:00,285.79998779296875,198.85000610351562
